NAME;Verkehr;lng;lat
Bad Schussenried;RV;9.668497;47.994033
Bad Schwartau;RV;10.702722;53.916276
Bad Sebastiansweiler-Belsen;nur DPN;9.030023;48.395566
Bad Segeberg;nur DPN;10.308163;53.933805
Bad Soden(Taunus);RV;8.504128;50.143406
Bad Sooden-Allendorf;nur DPN;9.968696;51.267974
Bad St Peter Süd;RV;8.648041;54.30501
Bad St Peter-Ording;RV;8.614736;54.317293
Bad Steben;nur DPN;11.64677;50.365095
Bad Teinach-Neubulach;RV;8.727148;48.67847
Bad Tölz;nur DPN;11.57394;47.760578
Bad Salzdetfurth Solebad;nur DPN;10.018916;52.06994
Bad Vilbel;RV;8.73946;50.188677
Bad Vilbel Süd;RV;8.733477;50.178696
Bad Waldsee;RV;9.752274;47.925244
Bad Wildungen;RV;9.136091;51.119619
Bad Wimpfen;RV;9.167297;49.229744
Bad Wimpfen-Hohenstadt;RV;9.138753;49.242537
Bad Windsheim;RV;10.412942;49.5066
Bad Wörishofen;RV;10.597875;48.005711
Bad Wurzach;RV;9.889739;47.910258
Bad Zwischenahn;FV;8.003123;53.182547
Baden-Baden Haueneberstein;RV;8.209021;48.811907
Baddeckenstedt;nur DPN;10.228767;52.08916
Baden(Verden);RV;9.081261;53.007872
Baden-Baden;FV;8.190831;48.790327
Baden-Baden Rebland;RV;8.146572;48.733844
Bad Rappenau Kurpark;RV;9.113526;49.240371
Bäumenheim;RV;10.809972;48.680333
Hamburg-Allermöhe;RV;10.158735;53.490356
Hamburg-Bahrenfeld;RV;9.910778;53.56006
Baierbrunn;RV;11.480027;48.018741
Baiersbronn Bf;RV;8.371868;48.504104
Baiersdorf;RV;11.036976;49.656147
Balbersdorf;nur DPN;12.683064;49.29044
Baldham;RV;11.78678;48.099256
Balduinstein;RV;7.96760917;50.3473877
Balgheim;nur DPN;8.759892;48.065886
Balingen Süd;nur DPN;8.846484;48.269014
Baiersbronn Schule;RV;8.375858;48.51061
Baltersweiler;RV;7.166538;49.493785
Balve;RV;7.863071;51.332594
Bammental;RV;8.783685;49.359588
Banteln;nur DPN;9.75033;52.066264
Bantorf;RV;9.417771;52.332253
Norden;FV;7.218913;53.588196
Bardowick;nur DPN;10.371994;53.290469
Barbelroth;RV;8.070307;49.104118
Bargteheide;RV;10.269104;53.7282
Hamburg-Barmbek;RV;10.044164;53.587458
Barnstorf(Han);RV;8.510462;52.707587
Barnten;RV;9.815279;52.195498
Barrien;RV;8.818506;52.946837
Barsinghausen;RV;9.467112;52.30489
Hemmoor;nur DPN;9.165803;53.684081
Ochsenfurt;RV;10.071776;49.663043
Batzenhäusle;nur DPN;7.94108;48.089064
Batzhausen;RV;11.593033;49.191364
Bauerbach;RV;8.748153;49.073964
Baunach;nur DPN;10.854115;49.98909
Bavendorf;nur DPN;10.629537;53.187474
Bayerbach;RV;13.134451;48.414412
Bayerisch Eisenstein;nur DPN;13.2088017;49.12147
Bayerisch Gmain;FV;12.89507;47.720375
Leverkusen Chempark;RV;6.996675;51.011409
Bayreuth-St Georgen;nur DPN;11.596683;49.95734
Bayrischzell;nur DPN;12.0111573;47.6755453
Beckingen(Saar);RV;6.688021;49.386881
Bedburg-Hau;nur DPN;6.173479;51.758052
Beelen;nur DPN;8.116159;51.92932
Behringersdorf;RV;11.198498;49.481574
Beienheim;nur DPN;8.821022;50.359131
Opladen;nur DPN;7.008775;51.066175
Beimerstetten;RV;9.976835;48.480974
Malsfeld-Beiseförth;nur DPN;9.55313;51.083076
Beldorf;nur DPN;9.356217;54.125266
Bellheim Am Mühlbuckel;RV;8.297626;49.192639
Bellenberg;RV;10.09039;48.254645
Bellheim Bf;RV;8.29456;49.188303
Bad Bellingen;RV;7.557601;47.730804
Bempflingen;RV;9.273425;48.572364
Benediktbeuern;RV;11.403051;47.709121
Bengel;RV;7.05803;50.010379
Bennemühlen;RV;9.726836;52.580993
Bennigsen;RV;9.666376;52.240733
Benningen(Neckar);RV;9.244504;48.943614
Ottweiler(Saar);RV;7.166133;49.402337
Pirmasens Nord;RV;7.604401;49.259218
Bensheim-Auerbach;RV;8.613366;49.701557
Bad Bentheim;FV;7.158539;52.30985
Radolfzell;FV;8.968984;47.735873
Beratzhausen;RV;11.807853;49.092846
Berchtesgaden Hbf;FV;12.999058;47.626688
Recklinghausen Süd;RV;7.195754;51.562965
Bergen(Oberbay);nur DPN;12.592846;47.82527
Bergenweiler;RV;10.272879;48.576297
Berg(Pfalz);RV;8.212761;48.980676
Schlüchtern;FV;9.510039;50.341177
Berghausen(b Wittgenstein);nur DPN;8.35001;51.033036
Berghausen(Baden);RV;8.530169;49.00575
Berghausen(Pfalz);RV;8.406173;49.295449
Bergisch Gladbach;RV;7.124553;50.991461
Beringerfeld;RV;8.592771;47.695308
Bergtheim;RV;10.076473;49.8993
Beringen Bad Bf;RV;8.574616;47.694897
Beringhausen;RV;8.751414;51.407771
Beringstedt;nur DPN;9.537501;54.113667
Bad Berleburg;nur DPN;8.394109;51.051197
Hamburg Berliner Tor;RV;10.02463;53.55287
Bermatingen-Ahausen;RV;9.345157;47.730488
Bernau a Chiemsee;nur DPN;12.380957;47.816482
Berne;nur DPN;8.475368;53.183779
Bernried;RV;11.283658;47.861387
Bersenbrück;nur DPN;7.942405;52.551242
Berzhahn;nur DPN;8.006031;50.539891
Besch;RV;6.372303;49.504391
Besigheim;RV;9.136645;48.997723
Besseringen;RV;6.602559;49.475974
Bestwig;RV;8.397839;51.361913
Bettmannsäge;nur DPN;13.186274;48.997687
Beuggen;RV;7.810915;47.581906
Beuron;RV;8.97189;48.048791
Beutelsbach;RV;9.386029;48.810293
Bad Bevensen;FV;10.574141;53.078247
Bexbach;RV;7.254456;49.345698
Biberach(Baden);RV;8.032762;48.338388
Biberach(Riß);FV;9.793127;48.101845
Biberach(Riß) Süd;RV;9.803236;48.087018
Bichl;RV;11.408769;47.723815
Bibelöd;RV;12.646506;47.771693
Bickenbach(Bergstr);RV;8.603415;49.759632
Biebesheim;RV;8.473978;49.781977
Biedenkopf;RV;8.529989;50.909113
Bielefeld Ost;nur DPN;8.559416;52.024013
Biedenkopf Campus;RV;8.517706;50.915125
Bienenbüttel;nur DPN;10.484714;53.142127
Bielefeld-Senne;nur DPN;8.520335;51.965118
Bieren-Rödinghausen;nur DPN;8.516964;52.239275
Bieringen;RV;8.860915;48.449029
Dortmund-Hörde;RV;7.500029;51.487782
Biessenhofen;RV;10.640467;47.829956
Bietigheim(Baden);RV;8.258045;48.910587
Bietingen;RV;8.738915;47.744017
Bigge;RV;8.475253;51.358279
Bildstock;RV;7.094341;49.337325
Bilfingen;RV;8.620498;48.948674
Billenhausen;RV;10.358162;48.275562
Billerbeck;RV;7.297482;51.981341
Hamburg Billwerder-Moorfleet;RV;10.096658;53.515589
Binau;RV;9.083631;49.372589
Bindlach;RV;11.603442;49.98022
Bingen-Gaulsheim;nur DPN;7.950983;49.967073
Bingen(Rhein) Stadt;RV;7.902985;49.969746
Hagen-Vorhalle;RV;7.433726;51.388224
Binolen;RV;7.859433;51.371981
Birkelbach;nur DPN;8.252865;51.020694
Birkenau;RV;8.708359;49.561039
Birkenbringhausen;RV;8.744887;51.022372
Birkenfeld(Enz);RV;8.645278;48.873911
Bad Birnbach;RV;13.074034;48.432853
Birresborn;RV;6.628884;50.176411
Maintal West;RV;8.805296;50.140987
Bischofswiesen;FV;12.960141;47.65189
Bischweier;RV;8.277543;48.832154
Bisingen;RV;8.921035;48.31277
Bissendorf;RV;9.748191;52.522705
Bittelbronn;RV;8.589439;48.444404
Blaibach(Oberpf);nur DPN;12.807925;49.164028
Blaichach(Allgäu);RV;10.258796;47.543741
Bitzfeld;RV;9.453222;49.187233
Blankenberg(Sieg);RV;7.348499;50.768476
Hamburg-Blankenese;RV;9.814607;53.564364
Blankenheim(Wald);RV;6.593504;50.441871
Blankenloch;RV;8.464729;49.066528
Blaubeuren;RV;9.791979;48.403815
Blaufelden;RV;9.96768;49.296236
Blaustein;RV;9.919326;48.414596
Bleibach;nur DPN;8.004777;48.124091
Bleichenbach(Oberh);nur DPN;9.051582;50.320334
Blieskastel-Lautzkirchen;RV;7.258191;49.249192
Blindheim;nur DPN;10.617933;48.645095
Blumberg-Riedöschingen;nur DPN;8.607543;47.855541
Bobenheim;RV;8.35032;49.588139
Bobingen;RV;10.837891;48.266373
Bobstadt;RV;8.451786;49.663251
Bochum-Riemke;nur DPN;7.205275;51.5178
Bochum-Dahlhausen;RV;7.140842;51.426358
Bochum-Ehrenfeld;RV;7.20915;51.472117
Bockenheim-Kindenheim;RV;8.188254;49.606872
Bockum-Hövel;nur DPN;7.774547;51.704809
Bodelsberg;RV;10.411092;47.678113
Bodelshausen;nur DPN;8.990601;48.383369
Bodenburg;nur DPN;10.00133;52.031121
Bad Bodendorf;RV;7.217217;50.556266
Bodenfelde;RV;9.561667;51.637209
Bad Bodenteich;nur DPN;10.673371;52.834275
Bodenwöhr Nord;RV;12.325948;49.278381
Böblingen;FV;9.004128;48.687758
Bödigheim;RV;9.317207;49.475929
Böhl-Iggelheim;RV;8.303602;49.379831
Böhringen-Rickelshausen;RV;8.926651;47.748732
Bönen;RV;7.757296;51.598015
Börßum;nur DPN;10.568935;52.060463
Bösensell;RV;7.487687;51.90703
Bösperde;RV;7.774233;51.45894
Bogen;RV;12.686141;48.910594
Bohmte;RV;8.307525;52.361632
Boisheim;RV;6.274591;51.274323
Bondorf(b Herrenberg);FV;8.827662;48.523552
Bonn Helmholtzstraße;RV;7.052615;50.721844
Bonn-Bad Godesberg;FV;7.159555;50.683927
Bonn-Beuel;FV;7.127657;50.738476
Bonn-Duisdorf;RV;7.042548;50.716475
Bonn-Mehlem;RV;7.181342;50.669153
Bonn-Oberkassel;RV;7.1593;50.715073
Bonn-Endenich Nord;RV;7.062211;50.73559
Bookholzberg;nur DPN;8.532556;53.099112
Bopfingen;RV;10.351707;48.855153
Bonn UN Campus;RV;7.11801;50.71454
Bordesholm;RV;10.043711;54.174373
Borgeln;nur DPN;8.032033;51.598265
Borgholzhausen;nur DPN;8.266579;52.085229
Steinfurt-Borghorst;RV;7.397539;52.118737
Bork(Westf);RV;7.456308;51.66933
Borken(Hess);RV;9.277;51.050684
Borsdorf(Hess);nur DPN;8.975223;50.42941
Wildeck-Bosserode;nur DPN;9.993002;50.945697
Bottrop-Boy;RV;6.967729;51.537163
Bous(Saar);RV;6.792639;49.275979
Boxberg-Wölchingen;RV;9.640048;49.485596
Brachbach;RV;7.941492;50.821987
Brachelen;RV;6.231463;51.007824
Brake(b Bielefeld);nur DPN;8.604914;52.069653
Bräunlingen Bahnhof;nur DPN;8.457104;47.931875
Brake(Unterweser);nur DPN;8.48135;53.328817
Brakel(Höxter);nur DPN;9.1832;51.712165
Bramsche;nur DPN;7.975007;52.410879
Bramstedt(b Syke);RV;8.786024;52.871611
Brandoberndorf;nur DPN;8.493816;50.431621
Brannenburg;nur DPN;12.106464;47.741354
Braubach;nur DPN;7.643187;50.27414
Bretten-Ruit;RV;8.722058;49.009462
Leun/Braunfels;nur DPN;8.366902;50.539915
Braunschweig-Gliesmarode;nur DPN;10.551499;52.275721
Bredenbek;RV;9.867004;54.315112
Bredelar;RV;8.776566;51.41917
Bretten Rechberg;RV;8.701614;49.032596
Bredstedt;FV;8.970336;54.621166
Breisach;nur DPN;7.58935;48.026918
Bretten Schulzentrum;RV;8.718196;49.031838
Breitenbrunn(Schwab);RV;10.408505;48.138586
Breitendiel;RV;9.225052;49.691382
Breitengüßbach;RV;10.887135;49.96683
Bretten Stadtmitte;RV;8.702809;49.033993
Breitscheidt(Altenkirchen. Ww);nur DPN;7.661486;50.748435
Bremen Neustadt;nur DPN;8.785808;53.075782
Bremen-Burg;nur DPN;8.704773;53.160288
Bremen-Hemelingen;RV;8.886759;53.054572
Bremen-Lesum;nur DPN;8.686152;53.170716
Bremen-Mahndorf;RV;8.944627;53.039762
Bremen-Oberneuland;nur DPN;8.938511;53.087038
Bremen-Oslebshausen;nur DPN;8.740801;53.135298
Bremen-Schönebeck;nur DPN;8.649481;53.1728
Bremen-Sebaldsbrück;RV;8.887383;53.061355
Bremen-St Magnus;nur DPN;8.669732;53.17158
Bremen-Vegesack;nur DPN;8.629968;53.169716
Bremen-Walle;nur DPN;8.786241;53.103792
Bremerhaven-Lehe;RV;8.600657;53.566324
Bremerhaven-Wulsdorf;nur DPN;8.611934;53.508596
Wehr-Brennet;RV;7.910525;47.58092
Brettorf;nur DPN;8.44697;52.967127
Bretzenheim(Nahe);RV;7.898692;49.874587
Bretzfeld;RV;9.440302;49.172741
Krumbach(Schw)Schule;RV;10.361165;48.23542
Breyell;RV;6.241174;51.294615
Brilon Stadt;RV;8.575287;51.39906
Ostbevern;nur DPN;7.809287;52.070117
Brockhöfe;nur DPN;10.258499;53.002117
Brohl;nur DPN;7.332639;50.481429
Lengede-Broistedt;nur DPN;10.320695;52.197022
Brokstedt;RV;9.823806;53.990086
Lörrach-Brombach/Hauingen;RV;7.695207;47.637611
Kloster Bronnbach;RV;9.543516;49.715144
Bruchenbrücken;RV;8.788402;50.301965
Bruchsal Bildungszentrum;RV;8.574507;49.110346
Bruchhausen(b Ettlingen);RV;8.373975;48.923992
Bruchköbel;RV;8.919293;50.186189
Bruchmühlbach-Miesau;RV;7.443979;49.385343
Bruchmühlen;nur DPN;8.448636;52.204598
Bruckberg;RV;11.997782;48.515979
Bruckmühl;nur DPN;11.9155312;47.8808225
Ahrbrück;RV;6.972391;50.489679
Bruchsal Sportzentrum;RV;8.589941;49.135443
Lüdenscheid-Brügge;RV;7.571086;51.20792
Bruchsal Am Mantel;RV;8.56327;49.141181
Brühl;RV;6.912718;50.829249
Bubach;RV;6.94821;49.411024
Bubenreuth;RV;11.011994;49.629542
Buchbrunn-Mainstockheim;RV;10.145179;49.763284
Buchen Ost;RV;9.332137;49.519152
Buchen(Odenw);RV;9.327179;49.523529
Buchenau(Lahn);RV;8.600525;50.870544
Buchenau(Oberbay);RV;11.224497;48.160277
Buchenhain;RV;11.497442;48.031255
Buchholz(Baden);nur DPN;7.915166;48.083581
Boppard-Buchholz;nur DPN;7.554876;50.210802
Dreieich-Buchschlag;RV;8.66115063;50.0224771
Budenheim;nur DPN;8.174062;50.026835
Büchenbach;RV;11.0741919;49.267766
Büches-Düdelsheim;nur DPN;9.066751;50.29737
Bückeburg;nur DPN;9.047796;52.267637
Schöneck-Büdesheim;RV;8.8436;50.214951
Büdingen(Westerw);nur DPN;7.895901;50.624747
Büdingen(Oberhess);nur DPN;9.102598;50.28887
Bühl(Baden);RV;8.129299;48.696676
Bürgeln;RV;8.817194;50.85375
Büsenbachtal;nur DPN;9.858592;53.269595
Büsum;nur DPN;8.867113;54.133822
Büttgen;RV;6.605785;51.197208
Buggingen;RV;7.628161;47.855254
Buir;RV;6.574514;50.862401
Buldern;RV;7.370479;51.863054
Bullay(DB);FV;7.134584;50.05446
Burbach(Kr Siegen);nur DPN;8.077808;50.748965
Burg(Dillkr) Nord;RV;8.307686;50.699884
Burg(Dithm);RV;9.250087;54.007967
Fehmarn-Burg;FV;11.18898;54.443591
Burgau(Schwab);RV;10.427012;48.424797
Burgbernheim;RV;10.320221;49.454322
Burgbernheim-Wildbad;RV;10.312317;49.443294
Burgdorf;RV;10.002837;52.448708
Burgweiler;RV;9.343805;47.922765
Burghaun(Hünfeld);nur DPN;9.727953;50.70055
Burghausen;RV;12.828182;48.1742
Burgheim;nur DPN;11.026984;48.70105
Burgholzhausen v d H;nur DPN;8.677106;50.257793
Burgkirchen;RV;12.727783;48.166908
Burgkunstadt;RV;11.242723;50.137657
Burglauer;RV;10.184441;50.27434
Burgsinn;RV;9.656067;50.150317
Burgstall(Murr);RV;9.369932;48.928647
Burgthann;RV;11.309307;49.342474
Regensburg-Burgweinting;RV;12.146713;48.990425
Burbach Mitte;RV;6.944932;49.243611
Düsseldorf-Eller Mitte;RV;6.838607;51.202058
Buttenheim;RV;11.0137296;49.7993973
Butzbach;RV;8.669517;50.431156
Buxtehude;RV;9.688314;53.470491
Cadenberge;nur DPN;9.058163;53.768071
Cadolzburg;RV;10.863611;49.460649
Calberlah;nur DPN;10.624914;52.427559
Caldern;RV;8.670244;50.85297
Calmbach Bahnhof;RV;8.571132;48.776481
Bad Camberg;RV;8.255036;50.296433
Capelle(Westf);nur DPN;7.61108;51.735268
Castrop-Rauxel Hbf;RV;7.30398;51.573526
Castrop-Rauxel Süd;RV;7.310186;51.5503
Castrop-Rauxel-Merklinde;RV;7.324314;51.527932
Cham(Oberpf);RV;12.656832;49.221869
Chamerau;nur DPN;12.745258;49.196718
Coburg Nord;RV;10.9648704;50.2714929
Clarholz;nur DPN;8.200835;51.898454
Cloppenburg;nur DPN;8.055763;52.843996
Coburg;FV;10.9573281;50.2629273
Coburg-Neuses;nur DPN;10.951277;50.2780001
Cochem(Mosel);FV;7.166738;50.153092
Contwig;RV;7.427916;49.24528
Coppenbrügge;nur DPN;9.537588;52.119521
Coesfeld Schulzentrum;RV;7.165836;51.951269
Creidlitz;RV;10.982246;50.227174
Creußen(Oberfr);RV;11.628443;49.84947
Cuxhaven;nur DPN;8.703431;53.8609
Dachau Bahnhof;RV;11.44426;48.254652
Dachau Stadt;RV;11.439761;48.266661
Dahl;RV;7.527898;51.303377
Dahlbruch;nur DPN;8.053456;50.970432
Dahlem(Eifel);RV;6.550382;50.385752
Dahlenburg;nur DPN;10.708804;53.169266
Dahlerbrück;RV;7.517001;51.25186
Dalheim;nur DPN;6.178209;51.149008
Dallau;RV;9.18755;49.388078
Dannenberg Ost;nur DPN;11.117734;53.104997
Darching;nur DPN;11.7772526;47.8707982
Darmstadt Nord;nur DPN;8.654311;49.892136
Darmstadt Ost;nur DPN;8.673867;49.874743
Darmstadt Süd;RV;8.636586;49.855426
Darmstadt-Arheilgen;RV;8.64555359;49.9134144
Darmstadt-Eberstadt;RV;8.62582;49.813922
Darmstadt-Kranichstein;nur DPN;8.679359;49.906826
Dasing;nur DPN;11.052165;48.386243
Dattenfeld(Sieg);RV;7.546252;50.80916
Darmstadt TU-Lichtwiese;nur DPN;8.687527;49.861045
Dauenhof;nur DPN;9.680659;53.852459
Daufenbach;RV;6.639911;49.875969
Dausenau;RV;7.758212;50.326866
Davensberg;nur DPN;7.598146;51.817943
Dedenhausen;nur DPN;10.23873;52.432215
Dedensen-Gümmer;RV;9.521252;52.407049
Dedinghausen;nur DPN;8.398281;51.672359
Deggendorf Hbf;nur DPN;12.949727;48.83944
Deidesheim;RV;8.192634;49.408349
Deining(Oberpf);RV;11.515572;49.203996
Deisenhofen;RV;11.583597;48.019539
Deißlingen Mitte;RV;8.611586;48.108374
Dellfeld;RV;7.469169;49.227782
Dellfeld Ort;RV;7.478162;49.238869
Densborn;RV;6.600406;50.123918
Denzlingen;RV;7.881434;48.068625
Weilerswist-Derkum;RV;6.81683;50.704964
Dernau;RV;7.041527;50.529648
Dernbach(Westerw);nur DPN;7.783693;50.457225
Detmold;nur DPN;8.872859;51.940745
Dettelbach Bahnhof;RV;10.090359;49.788146
Dettingen Lehen;RV;9.336896;48.529216
Dettingen Freibad;RV;9.351257;48.523174
Dettingen Gsaidt;RV;9.35804;48.514061
Dettingen(Main);RV;9.036807;50.042556
Dettum;RV;10.660757;52.156721
Deuerling;RV;11.914918;49.04164
Deuten;nur DPN;6.97079;51.713087
Diebach;nur DPN;9.83766;50.128683
Hamburg Diebsteich;RV;9.93426;53.568569
Diedorf(Schwab);RV;10.776823;48.35609
Diepholz;FV;8.380334;52.604771
Dießen;nur DPN;11.10754;47.950818
Dienheim;RV;8.35714;49.841354
Dietersheim;RV;10.543103;49.556882
Dietmannsried;RV;10.290481;47.812866
Dietzenbach Mitte;RV;8.78899;50.017246
Dietzenbach Bahnhof;RV;8.785541;50.008064
Diez;RV;8.01962;50.370127
Diez Ost;nur DPN;8.038587;50.376044
Dietzenbach-Steinberg;RV;8.792627;50.02524
Dillbrecht;nur DPN;8.20377;50.801821
Dillingen(Donau);nur DPN;10.489167;48.581255
Dingolfing;RV;12.48687;48.641606
Dinkelscherben;RV;10.5880022;48.3422254
Dinslaken;RV;6.73803;51.567458
Dirmingen;RV;7.012377;49.415386
Dissen-Bad Rothenfelde;nur DPN;8.185298;52.11192
Distelhausen;RV;9.683508;49.598233
Dittigheim;RV;9.674912;49.607964
Ditzingen;RV;9.06705;48.823611
Donaueschingen Allmendshofen;nur DPN;8.501819;47.940577
Döggingen;nur DPN;8.441107;47.893654
Döhlau;nur DPN;11.655966;49.961392
Donaueschingen Aufen;RV;8.47562;47.963356
Donaueschingen Grüningen;RV;8.471824;47.983052
Dörfles-Esbach;RV;10.997756;50.282751
Donaueschingen Mitte/Siedlung;RV;8.488955;47.952541
Dörpen;nur DPN;7.354509;52.970405
Dörverden;RV;9.246334;52.846407
Dogern;RV;8.167356;47.608887
Dollbergen;nur DPN;10.181657;52.417153
Dollern;RV;9.55808;53.545425
Dollnstein;RV;11.079009;48.871425
Dorfen Bahnhof;RV;12.159686;48.267048
Dorfmark;nur DPN;9.771305;52.899139
Dorfprozelten;RV;9.38216;49.779377
Dorheim(Wetterau);nur DPN;8.79051;50.352702
Dortmund-Huckarde;RV;7.402353;51.532623
Dormagen;RV;6.814837;51.099495
Dormagen Chempark;RV;6.838171;51.077045
Groß Gerau-Dornheim;RV;8.493656;49.877507
Dornstetten;RV;8.494726;48.472061
Dortelweil;RV;8.751145;50.207503
Dortmund-Scharnhorst;RV;7.536564;51.538373
Dortmund-Lütgendortmund;RV;7.334177;51.500735
Dortmund Knappschaftskrankenhaus;RV;7.537458;51.518768
Dortmund Möllerbrücke;RV;7.451706;51.507157
Dortmund-Nette/Oestrich;RV;7.377731;51.561495
Dortmund Stadthaus;RV;7.468764;51.507828
Dortmund Tierpark;RV;7.461995;51.478193
Dortmund Signal Iduna Park;RV;7.457573;51.490728
Dortmund-Aplerbeck;RV;7.553189;51.490151
Dortmund-Aplerbeck Süd;RV;7.549982;51.484437
Dortmund-Westerfilde;RV;7.380213;51.548334
Dortmund-Asseln Mitte;RV;7.583839;51.526219
Dortmund-Barop;RV;7.431298;51.476954
Dortmund-Bövinghausen;RV;7.327477;51.519036
Dortmund-Brackel;RV;7.550083;51.520757
Dortmund-Derne;RV;7.528822;51.567716
Dortmund-Wischlingen;RV;7.412863;51.51929
Dortmund-Huckarde Nord;RV;7.415095;51.533667
Dortmund-Kirchderne;RV;7.510105;51.547075
Dortmund-Kirchhörde;RV;7.457764;51.464241
Dortmund-Körne;RV;7.51537;51.51343
Dortmund-Kruckel;RV;7.415529;51.458332
Dortmund-Kurl;RV;7.585291;51.556979
Dortmund-Löttringhausen;RV;7.447228;51.451655
Dortmund-Lütgendortmund Nord;RV;7.342401;51.508523
Dortmund-Germania;RV;7.363728;51.498124
Dortmund-Marten;RV;7.374408;51.514462
Dortmund-Marten Süd;RV;7.387479;51.507984
Dortmund-Mengede;RV;7.374374;51.570345
Dortmund-Rahm;RV;7.395252;51.525728
Dortmund-Sölde;RV;7.589205;51.49546
Dortmund-Wickede;RV;7.62466;51.53393
Dorum(Weserm);nur DPN;8.575801;53.688743
Dottenheim;RV;10.522573;49.547496
Dortmund-Somborn;RV;7.350084;51.49601
Dreieich-Dreieichenhain;RV;8.708693;49.998468
Heinsberg-Dremmen;RV;6.152515;51.045683
Drensteinfurt;nur DPN;7.733609;51.799158
Dreye;RV;8.871103;53.018425
Duckterath;RV;7.103496;50.984815
Rodgau-Dudenhofen;RV;8.884482;50.010661
Dudweiler;RV;7.027351;49.277299
Dülken;RV;6.33793;51.257149
Dürrenbüchig;RV;8.648181;49.023952
Dürrnhaar;RV;11.736607;47.993954
Düsseldorf Friedrichstadt;RV;6.78905725;51.2119748
Düsseldorf Flughafen Terminal;FV;6.766979;51.278517
Düsseldorf Volksgarten;RV;6.791978;51.210138
Düsseldorf Wehrhahn;RV;6.798173;51.228447
Düsseldorf-Zoo;RV;6.796924;51.236962
Düsseldorf-Benrath;RV;6.878931;51.162293
Düsseldorf-Bilk;RV;6.775578;51.207994
Düsseldorf-Derendorf;RV;6.794512;51.247624
Düsseldorf-Eller;RV;6.851927;51.20267
Düsseldorf-Eller Süd;RV;6.836128;51.198072
Düsseldorf-Garath;RV;6.897675;51.143626
Düsseldorf-Gerresheim;RV;6.863933;51.220361
Düsseldorf-Oberbilk;RV;6.808678;51.208047
Düsseldorf-Rath;RV;6.821063;51.264124
Düsseldorf-Rath Mitte;RV;6.808398;51.261136
Düsseldorf-Reisholz;RV;6.860953;51.180782
Düsseldorf-Unterrath;RV;6.788783;51.276732
Duisburg-Schlenk;RV;6.773206;51.401781
Düsseldorf-Hamm;RV;6.740335;51.21077
Düsseldorf-Flingern;RV;6.81028426;51.2262413
Duisburg-Buchholz;RV;6.775406;51.382919
Duisburg-Großenbaum;RV;6.77747;51.364774
Düsseldorf Völklinger Str.;RV;6.760431;51.210208
Duisburg-Hochfeld Süd;RV;6.753408;51.409
Duisburg-Rahm;RV;6.779924;51.346835
Durach;RV;10.343797;47.696452
Durmersheim;RV;8.272631;48.928904
Dußlingen;nur DPN;9.058444;48.452408
Dutenhofen(Wetzlar);RV;8.598905;50.56445
Ebelsbach-Eltmann;RV;10.669614;49.982672
Ebenhausen(Unterfr);RV;10.13804;50.131305
Ebenhausen-Schäftlarn;RV;11.453608;47.978686
Ebenhofen;nur DPN;10.618479;47.814818
Ebensfeld;RV;10.954725;50.068731
Ebermannstadt;nur DPN;11.186873;49.776801
Ebermergen;RV;10.71096;48.75621
Ebern;nur DPN;10.796719;50.094163
Ebersbach(Fils);RV;9.526582;48.71612
Ebersberg(Oberbay);RV;11.970243;48.07497
Ebersdorf(b Coburg);RV;11.064643;50.224271
Ebertsheim;RV;8.108237;49.564004
Ebing;RV;10.913846;50.001535
Ebringen;RV;7.76818;47.96036
Ebstorf(Uelzen);nur DPN;10.41695;53.017192
Echem;RV;10.537198;53.337006
Eching;RV;11.616754;48.302992
Echzell;nur DPN;8.891312;50.390719
Echterdingen;RV;9.169164;48.692152
Eckartshausen-Ilshofen;RV;9.936645;49.152317
Eckernförde;RV;9.835115;54.4676
Eckersmühlen;RV;11.137947;49.215472
Eddersheim;RV;8.456741;50.039492
Edelfingen;RV;9.743113;49.513025
Edenkoben;RV;8.14062;49.282053
Vöhl-Ederbringhausen;RV;8.871803;51.129568
Edesheim(Pfalz);RV;8.139075;49.263736
Ediger-Eller;RV;7.139598;50.104697
Edingen(Wetzlar);RV;8.322823;50.632166
Edling;RV;12.163234;48.058479
Effolderbach;nur DPN;9.007483;50.338192
Efringen-Kirchen;RV;7.563918;47.655619
Egelsbach;RV;8.6536324;49.9691127
Egersdorf;RV;10.887385;49.464638
Egestorf(Deister);RV;9.514485;52.278585
Eggenfelden Mitte;RV;12.767068;48.406215
Eggenfelden;RV;12.748669;48.403956
Egglkofen;RV;12.445956;48.395762
Eggmühl;RV;12.182192;48.836497
Eggolsheim;RV;11.0361421;49.775493
Eglharting;RV;11.864291;48.082348
Egling;nur DPN;10.9765041;48.1908641
Ehingen(Donau);RV;9.72434;48.285677
Ehlenbruch;nur DPN;8.741243;51.98127
Ehlershausen;RV;10.029596;52.523609
Ehrang Ort;RV;6.68832421;49.8093477
Ehningen(b Böblingen);RV;8.94426;48.662682
Ehr;nur DPN;7.571324;50.17572
Ehringen;RV;9.154619;51.379528
Ehringhausen(Kr Lippstadt);nur DPN;8.44926;51.662813
Ehringshausen(Oberhess);nur DPN;9.101862;50.70878
Ehringshausen(Kr Wetzlar);RV;8.383841;50.595066
Eichen(Kr Siegen);nur DPN;7.977934;50.973864
Nidderau-Eichen;RV;8.917491;50.255947
Eichenau(Oberbay);RV;11.328277;48.179324
Eichenzell;nur DPN;9.694717;50.494012
